id,createdAt,updatedAt,handle,name,slug,teamId,height,weight,number,position
101141,2021-03-26 04:41:02.543,2021-03-26 04:41:02.543,101141,Ersan Ilyasova,ersan-ilyasova,1610612762,6-9,235,7,F
1629752,2021-03-26 04:41:02.548,2021-03-26 04:41:02.548,1629752,Juwan Morgan,juwan-morgan,1610612762,6-7,232,16,F
1629060,2021-03-26 04:41:02.553,2021-03-26 04:41:02.553,1629060,Rui Hachimura,rui-hachimura,1610612764,6-8,230,8,F
1629607,2021-03-26 04:41:02.557,2021-03-26 04:41:02.557,1629607,Jared Harper,jared-harper,1610612752,5-10,175,0,G
1629012,2021-03-26 04:41:02.562,2021-03-26 04:41:02.562,1629012,Collin Sexton,collin-sexton,1610612739,6-1,190,2,G
201565,2021-03-26 04:41:02.567,2021-03-26 04:41:02.567,201565,Derrick Rose,derrick-rose,1610612752,6-2,200,4,G
203933,2021-03-26 04:41:02.571,2021-03-26 04:41:02.571,203933,T.J. Warren,tj-warren,1610612754,6-8,220,1,F
203493,2021-03-26 04:41:02.576,2021-03-26 04:41:02.576,203493,Reggie Bullock,reggie-bullock,1610612752,6-6,205,25,G-F
1628988,2021-03-26 04:41:02.582,2021-03-26 04:41:02.582,1628988,Aaron Holiday,aaron-holiday,1610612754,6-0,185,3,G
1628382,2021-03-26 04:41:02.586,2021-03-26 04:41:02.586,1628382,Justin Jackson,justin-jackson,1610612760,6-8,220,44,F
375,2021-03-26 04:41:02.591,2021-03-26 04:41:02.591,1629015,Zhaire Smith,zhaire-smith,1610612755,6-3,205,5,G
1627788,2021-03-26 04:41:02.596,2021-03-26 04:41:02.596,1627788,Furkan Korkmaz,furkan-korkmaz,1610612755,6-7,202,30,G-F
389,2021-03-26 04:41:02.602,2021-03-26 04:41:02.602,1629621,Marial Shayok,marial-shayok,1610612755,6-5,198,35,G-F
201949,2021-03-26 04:41:02.607,2021-03-26 04:41:02.607,201949,James Johnson,james-johnson,1610612742,6-7,240,16,F
1628975,2021-03-26 04:41:02.611,2021-03-26 04:41:02.611,1628975,Jevon Carter,jevon-carter,1610612756,6-1,200,4,G
1629661,2021-03-26 04:41:02.616,2021-03-26 04:41:02.616,1629661,Cameron Johnson,cameron-johnson,1610612756,6-8,210,23,F
1626163,2021-03-26 04:41:02.62,2021-03-26 04:41:02.62,1626163,Frank Kaminsky,frank-kaminsky,1610612756,7-0,240,8,F-C
201571,2021-03-26 04:41:02.624,2021-03-26 04:41:02.624,201571,D.J. Augustin,dj-augustin,1610612745,5-11,183,14,G
1628470,2021-03-26 04:41:02.629,2021-03-26 04:41:02.629,1628470,Torrey Craig,torrey-craig,1610612756,6-7,221,12,F
203918,2021-03-26 04:41:02.635,2021-03-26 04:41:02.635,203918,Rodney Hood,rodney-hood,1610612757,6-8,208,5,G-F
1627741,2021-03-26 04:41:02.64,2021-03-26 04:41:02.64,1627741,Buddy Hield,buddy-hield,1610612758,6-4,220,24,G
1629022,2021-03-26 04:41:02.645,2021-03-26 04:41:02.645,1629022,Lonnie Walker IV,lonnie-walker-iv,1610612759,6-4,204,1,G-F
1628436,2021-03-26 04:41:02.65,2021-03-26 04:41:02.65,1628436,Luke Kornet,luke-kornet,1610612741,7-2,250,2,F-C
1629683,2021-03-26 04:41:02.655,2021-03-26 04:41:02.655,1629683,Quinndary Weatherspoon,quinndary-weatherspoon,1610612759,6-3,205,15,G
203521,2021-03-26 04:41:02.66,2021-03-26 04:41:02.66,203521,Matthew Dellavedova,matthew-dellavedova,1610612739,6-3,200,18,G
1628966,2021-03-26 04:41:02.665,2021-03-26 04:41:02.665,1628966,Keita Bates-Diop,keita-bates-diop,1610612759,6-8,229,31,F
113,2021-03-26 04:41:02.671,2021-03-26 04:41:02.671,203077,Michael Kidd-Gilchrist,michael-kidd-gilchrist,1610612742,6-6,232,9,F
1626169,2021-03-26 04:41:02.677,2021-03-26 04:41:02.677,1626169,Stanley Johnson,stanley-johnson,1610612761,6-6,242,5,F-G
203939,2021-03-26 04:41:02.682,2021-03-26 04:41:02.682,203939,Dwight Powell,dwight-powell,1610612742,6-10,240,7,F-C
479,2021-03-26 04:41:02.687,2021-03-26 04:41:02.687,1626144,Emmanuel Mudiay,emmanuel-mudiay,1610612762,6-3,200,15,G
203115,2021-03-26 04:41:02.693,2021-03-26 04:41:02.693,203115,Will Barton,will-barton,1610612743,6-6,181,5,G
1629671,2021-03-26 04:41:02.699,2021-03-26 04:41:02.699,1629671,Miye Oni,miye-oni,1610612762,6-5,206,81,G-F
1629626,2021-03-26 04:41:02.705,2021-03-26 04:41:02.705,1629626,Bol Bol,bol-bol,1610612743,7-2,220,10,C-F
485,2021-03-26 04:41:02.71,2021-03-26 04:41:02.71,1629625,Justin Wright-Foreman,justin-wright-foreman,1610612762,6-0,190,3,G
1628378,2021-03-26 04:41:02.716,2021-03-26 04:41:02.716,1628378,Donovan Mitchell,donovan-mitchell,1610612762,6-1,215,45,G
1628367,2021-03-26 04:41:02.721,2021-03-26 04:41:02.721,1628367,Josh Jackson,josh-jackson,1610612765,6-8,207,20,G-F
1629021,2021-03-26 04:41:02.726,2021-03-26 04:41:02.726,1629021,Moritz Wagner,moritz-wagner,1610612764,6-11,245,21,F-C
1626172,2021-03-26 04:41:02.732,2021-03-26 04:41:02.732,1626172,Kevon Looney,kevon-looney,1610612744,6-9,222,5,F
1627863,2021-03-26 04:41:02.738,2021-03-26 04:41:02.738,1627863,Danuel House Jr.,danuel-house-jr,1610612745,6-6,220,4,F-G
506,2021-03-26 04:41:02.743,2021-03-26 04:41:02.743,1628394,Anzejs Pasecniks,anzejs-pasecniks,1610612764,7-2,229,18,C-F
203200,2021-03-26 04:41:02.749,2021-03-26 04:41:02.749,203200,Justin Holiday,justin-holiday,1610612754,6-6,180,8,F-G
1628968,2021-03-26 04:41:02.754,2021-03-26 04:41:02.754,1628968,Brian Bowen II,brian-bowen-ii,1610612754,6-6,190,10,F-G
202704,2021-03-26 04:41:02.759,2021-03-26 04:41:02.759,202704,Reggie Jackson,reggie-jackson,1610612746,6-2,208,1,G
202695,2021-03-26 04:41:02.765,2021-03-26 04:41:02.765,202695,Kawhi Leonard,kawhi-leonard,1610612746,6-7,225,2,F
200765,2021-03-26 04:41:02.771,2021-03-26 04:41:02.771,200765,Rajon Rondo,rajon-rondo,1610612737,6-1,180,7,G
1629630,2021-03-26 04:41:02.777,2021-03-26 04:41:02.777,1629630,Ja Morant,ja-morant,1610612763,6-3,174,12,G
202685,2021-03-26 04:41:02.783,2021-03-26 04:41:02.783,202685,Jonas Valanciunas,jonas-valanciunas,1610612763,6-11,265,17,C
1629644,2021-03-26 04:41:02.788,2021-03-26 04:41:02.788,1629644,KZ Okpala,kz-okpala,1610612748,6-8,215,4,F-G
201572,2021-03-26 04:41:02.793,2021-03-26 04:41:02.793,201572,Brook Lopez,brook-lopez,1610612749,7-0,282,11,C
1628408,2021-03-26 04:41:02.798,2021-03-26 04:41:02.798,1628408,PJ Dozier,pj-dozier,1610612743,6-6,205,35,G-F
1628379,2021-03-26 04:41:02.803,2021-03-26 04:41:02.803,1628379,Luke Kennard,luke-kennard,1610612746,6-5,206,5,G
201939,2021-03-26 04:41:02.807,2021-03-26 04:41:02.807,201939,Stephen Curry,stephen-curry,1610612744,6-3,185,30,G
170,2021-03-26 04:41:02.812,2021-03-26 04:41:02.812,203998,Bruno Caboclo,bruno-caboclo,1610612745,6-9,218,5,F
174,2021-03-26 04:41:02.817,2021-03-26 04:41:02.817,2199,Tyson Chandler,tyson-chandler,1610612745,7-0,235,19,C
1626167,2021-03-26 04:41:02.821,2021-03-26 04:41:02.821,1626167,Myles Turner,myles-turner,1610612754,6-11,250,33,C-F
178,2021-03-26 04:41:02.824,2021-03-26 04:41:02.824,201601,Luc Mbah a Moute,luc-mbah-a-moute,1610612745,6-8,230,12,F
202331,2021-03-26 04:41:02.829,2021-03-26 04:41:02.829,202331,Paul George,paul-george,1610612746,6-8,220,13,F
216,2021-03-26 04:41:02.834,2021-03-26 04:41:02.834,1628405,Johnathan Motley,johnathan-motley,1610612746,6-8,230,15,F
202335,2021-03-26 04:41:02.838,2021-03-26 04:41:02.838,202335,Patrick Patterson,patrick-patterson,1610612746,6-8,235,54,F
1629723,2021-03-26 04:41:02.842,2021-03-26 04:41:02.842,1629723,John Konchar,john-konchar,1610612763,6-5,210,46,G
1628389,2021-03-26 04:41:02.848,2021-03-26 04:41:02.848,1628389,Bam Adebayo,bam-adebayo,1610612748,6-9,255,13,C-F
253,2021-03-26 04:41:02.852,2021-03-26 04:41:02.852,1629741,Marko Guduric,marko-guduric,1610612763,6-6,201,23,G
1629020,2021-03-26 04:41:02.856,2021-03-26 04:41:02.856,1629020,Jarred Vanderbilt,jarred-vanderbilt,1610612750,6-9,214,8,F
1627742,2021-03-26 04:41:02.86,2021-03-26 04:41:02.86,1627742,Brandon Ingram,brandon-ingram,1610612740,6-8,190,14,F
1628425,2021-03-26 04:41:02.865,2021-03-26 04:41:02.865,1628425,Sterling Brown,sterling-brown,1610612745,6-5,219,0,G-F
201950,2021-03-26 04:41:02.87,2021-03-26 04:41:02.87,201950,Jrue Holiday,jrue-holiday,1610612749,6-3,205,21,G
203901,2021-03-26 04:41:02.874,2021-03-26 04:41:02.874,203901,Elfrid Payton,elfrid-payton,1610612752,6-3,195,6,G
1626156,2021-03-26 04:41:02.878,2021-03-26 04:41:02.878,1626156,D'Angelo Russell,dangelo-russell,1610612750,6-4,193,0,G
201959,2021-03-26 04:41:02.883,2021-03-26 04:41:02.883,201959,Taj Gibson,taj-gibson,1610612752,6-9,232,67,F
203488,2021-03-26 04:41:02.887,2021-03-26 04:41:02.887,203488,Mike Muscala,mike-muscala,1610612760,6-10,240,33,F-C
1627846,2021-03-26 04:41:02.891,2021-03-26 04:41:02.891,1627846,Abdel Nader,abdel-nader,1610612756,6-5,225,11,F
1629665,2021-03-26 04:41:02.895,2021-03-26 04:41:02.895,1629665,Jalen Lecque,jalen-lecque,1610612754,6-4,185,0,G
2772,2021-03-26 04:41:02.9,2021-03-26 04:41:02.9,2772,Trevor Ariza,trevor-ariza,1610612748,6-8,215,0,F
2546,2021-03-26 04:41:02.905,2021-03-26 04:41:02.905,2546,Carmelo Anthony,carmelo-anthony,1610612757,6-7,238,00,F
1628385,2021-03-26 04:41:02.909,2021-03-26 04:41:02.909,1628385,Harry Giles III,harry-giles-iii,1610612757,6-11,240,4,F-C
1629660,2021-03-26 04:41:02.913,2021-03-26 04:41:02.913,1629660,Ty Jerome,ty-jerome,1610612760,6-5,195,16,G-F
201143,2021-03-26 04:41:02.918,2021-03-26 04:41:02.918,201143,Al Horford,al-horford,1610612760,6-9,240,42,C-F
201567,2021-03-26 04:41:02.922,2021-03-26 04:41:02.922,201567,Kevin Love,kevin-love,1610612739,6-8,251,0,F-C
1628427,2021-03-26 04:41:02.927,2021-03-26 04:41:02.927,1628427,Vlatko Cancar,vlatko-cancar,1610612743,6-8,236,31,F
361,2021-03-26 04:41:02.932,2021-03-26 04:41:02.932,1629724,Vic Law,vic-law,1610612753,6-7,201,23,F
142,2021-03-26 04:41:02.937,2021-03-26 04:41:02.937,1629648,Jordan Bone,jordan-bone,1610612765,6-3,180,18,G
1629109,2021-03-26 04:41:02.941,2021-03-26 04:41:02.941,1629109,Gary Clark,gary-clark,1610612753,6-6,225,12,F
203585,2021-03-26 04:41:02.945,2021-03-26 04:41:02.945,203585,Rodney McGruder,rodney-mcgruder,1610612765,6-4,205,17,G
1628964,2021-03-26 04:41:02.95,2021-03-26 04:41:02.95,1628964,Mo Bamba,mo-bamba,1610612753,7-0,231,5,C
201580,2021-03-26 04:41:02.954,2021-03-26 04:41:02.954,201580,JaVale McGee,javale-mcgee,1610612739,7-0,270,6,C-F
203082,2021-03-26 04:41:02.958,2021-03-26 04:41:02.958,203082,Terrence Ross,terrence-ross,1610612753,6-6,206,31,G-F
1627936,2021-03-26 04:41:02.962,2021-03-26 04:41:02.962,1627936,Alex Caruso,alex-caruso,1610612747,6-4,186,4,G
1628365,2021-03-26 04:41:02.967,2021-03-26 04:41:02.967,1628365,Markelle Fultz,markelle-fultz,1610612753,6-3,209,20,G
2544,2021-03-26 04:41:02.971,2021-03-26 04:41:02.971,2544,LeBron James,lebron-james,1610612747,6-9,250,23,F
203114,2021-03-26 04:41:02.975,2021-03-26 04:41:02.975,203114,Khris Middleton,khris-middleton,1610612749,6-7,222,22,F
203954,2021-03-26 04:41:02.98,2021-03-26 04:41:02.98,203954,Joel Embiid,joel-embiid,1610612755,7-0,280,21,C-F
1626157,2021-03-26 04:41:02.984,2021-03-26 04:41:02.984,1626157,Karl-Anthony Towns,karl-anthony-towns,1610612750,6-11,248,32,C-F
1629003,2021-03-26 04:41:02.988,2021-03-26 04:41:02.988,1629003,Shake Milton,shake-milton,1610612755,6-5,205,18,G-F
383,2021-03-26 04:41:02.992,2021-03-26 04:41:02.992,203124,Kyle O'Quinn,kyle-oquinn,1610612755,6-9,250,9,C-F
203500,2021-03-26 04:41:02.996,2021-03-26 04:41:02.996,203500,Steven Adams,steven-adams,1610612740,6-11,265,12,C
1628977,2021-03-26 04:41:03.001,2021-03-26 04:41:03.001,1628977,Hamidou Diallo,hamidou-diallo,1610612765,6-5,202,6,G
2730,2021-03-26 04:41:03.006,2021-03-26 04:41:03.006,2730,Dwight Howard,dwight-howard,1610612755,6-10,265,39,C-F
1626166,2021-03-26 04:41:03.01,2021-03-26 04:41:03.01,1626166,Cameron Payne,cameron-payne,1610612756,6-1,183,15,G
398,2021-03-26 04:41:03.015,2021-03-26 04:41:03.015,1629745,Tariq Owens,tariq-owens,1610612756,6-10,205,41,F
202734,2021-03-26 04:41:03.02,2021-03-26 04:41:03.02,202734,E'Twaun Moore,etwaun-moore,1610612756,6-3,191,55,G
203109,2021-03-26 04:41:03.024,2021-03-26 04:41:03.024,203109,Jae Crowder,jae-crowder,1610612756,6-6,235,99,F
1629018,2021-03-26 04:41:03.029,2021-03-26 04:41:03.029,1629018,Gary Trent Jr.,gary-trent-jr,1610612757,6-5,209,2,G-F
1628380,2021-03-26 04:41:03.034,2021-03-26 04:41:03.034,1628380,Zach Collins,zach-collins,1610612757,6-11,250,33,F-C
203468,2021-03-26 04:41:03.039,2021-03-26 04:41:03.039,203468,CJ McCollum,cj-mccollum,1610612757,6-3,190,3,G
1626162,2021-03-26 04:41:03.042,2021-03-26 04:41:03.042,1626162,Kelly Oubre Jr.,kelly-oubre-jr,1610612744,6-7,203,12,F-G
1628401,2021-03-26 04:41:03.047,2021-03-26 04:41:03.047,1628401,Derrick White,derrick-white,1610612759,6-4,190,4,G
203107,2021-03-26 04:41:03.052,2021-03-26 04:41:03.052,203107,Tomas Satoransky,tomas-satoransky,1610612741,6-7,210,31,G
1629657,2021-03-26 04:41:03.056,2021-03-26 04:41:03.056,1629657,Kyle Guy,kyle-guy,1610612758,6-1,167,7,G
202684,2021-03-26 04:41:03.059,2021-03-26 04:41:03.059,202684,Tristan Thompson,tristan-thompson,1610612738,6-9,254,13,C-F
131,2021-03-26 04:41:03.064,2021-03-26 04:41:03.064,203584,Troy Daniels,troy-daniels,1610612743,6-4,200,30,G
203924,2021-03-26 04:41:03.069,2021-03-26 04:41:03.069,203924,Jerami Grant,jerami-grant,1610612765,6-8,210,9,F
1626168,2021-03-26 04:41:03.073,2021-03-26 04:41:03.073,1626168,Trey Lyles,trey-lyles,1610612759,6-9,234,41,F
141,2021-03-26 04:41:03.077,2021-03-26 04:41:03.077,1629663,Louis King,louis-king,1610612765,6-7,205,14,F
1628410,2021-03-26 04:41:03.082,2021-03-26 04:41:03.082,1628410,Edmond Sumner,edmond-sumner,1610612754,6-4,196,5,G
1626188,2021-03-26 04:41:03.086,2021-03-26 04:41:03.086,1626188,Quinn Cook,quinn-cook,1610612739,6-1,180,2,G
203937,2021-03-26 04:41:03.09,2021-03-26 04:41:03.09,203937,Kyle Anderson,kyle-anderson,1610612763,6-9,230,1,F-G
203957,2021-03-26 04:41:03.094,2021-03-26 04:41:03.094,203957,Dante Exum,dante-exum,1610612745,6-5,214,5,G
111,2021-03-26 04:41:03.099,2021-03-26 04:41:03.099,1628499,Antonius Cleveland,antonius-cleveland,1610612742,6-5,195,3,G
1626153,2021-03-26 04:41:03.104,2021-03-26 04:41:03.104,1626153,Delon Wright,delon-wright,1610612765,6-5,185,55,G
117,2021-03-26 04:41:03.108,2021-03-26 04:41:03.108,1629729,Josh Reaves,josh-reaves,1610612742,6-4,214,23,G-F
194,2021-03-26 04:41:03.112,2021-03-26 04:41:03.112,1628388,TJ Leaf,tj-leaf,1610612754,6-10,222,22,F
203087,2021-03-26 04:41:03.117,2021-03-26 04:41:03.117,203087,Jeremy Lamb,jeremy-lamb,1610612754,6-5,180,26,G-F
1629599,2021-03-26 04:41:03.121,2021-03-26 04:41:03.121,1629599,Amir Coffey,amir-coffey,1610612746,6-7,210,7,G-F
1628991,2021-03-26 04:41:03.125,2021-03-26 04:41:03.125,1628991,Jaren Jackson Jr.,jaren-jackson-jr,1610612763,6-11,242,13,F-C
282,2021-03-26 04:41:03.129,2021-03-26 04:41:03.129,2594,Kyle Korver,kyle-korver,1610612749,6-7,212,26,G-F
286,2021-03-26 04:41:03.134,2021-03-26 04:41:03.134,101107,Marvin Williams,marvin-williams,1610612749,6-8,237,20,F
288,2021-03-26 04:41:03.139,2021-03-26 04:41:03.139,1629244,Cameron Reynolds,cameron-reynolds,1610612749,6-7,225,13,G-F
1627823,2021-03-26 04:41:03.143,2021-03-26 04:41:03.143,1627823,Juancho Hernangomez,juancho-hernangomez,1610612750,6-9,214,41,F
298,2021-03-26 04:41:03.147,2021-03-26 04:41:03.147,202323,Evan Turner,evan-turner,1610612750,6-6,220,1,G-F
203457,2021-03-26 04:41:03.152,2021-03-26 04:41:03.152,203457,Nerlens Noel,nerlens-noel,1610612752,6-11,220,3,C-F
1629001,2021-03-26 04:41:03.156,2021-03-26 04:41:03.156,1629001,De'Anthony Melton,deanthony-melton,1610612763,6-2,200,0,G
1628960,2021-03-26 04:41:03.16,2021-03-26 04:41:03.16,1628960,Grayson Allen,grayson-allen,1610612763,6-4,198,3,G
1629628,2021-03-26 04:41:03.165,2021-03-26 04:41:03.165,1629628,RJ Barrett,rj-barrett,1610612752,6-6,214,9,F-G
1629216,2021-03-26 04:41:03.171,2021-03-26 04:41:03.171,1629216,Gabe Vincent,gabe-vincent,1610612748,6-3,200,2,G
202710,2021-03-26 04:41:03.175,2021-03-26 04:41:03.175,202710,Jimmy Butler,jimmy-butler,1610612748,6-7,230,22,F
1629649,2021-03-26 04:41:03.181,2021-03-26 04:41:03.181,1629649,Ignas Brazdeikis,ignas-brazdeikis,1610612752,6-6,221,17,F
1629033,2021-03-26 04:41:03.185,2021-03-26 04:41:03.185,1629033,Theo Pinson,theo-pinson,1610612752,6-5,212,21,G-F
1628390,2021-03-26 04:41:03.189,2021-03-26 04:41:03.189,1628390,Terrance Ferguson,terrance-ferguson,1610612755,6-6,190,23,G
1629627,2021-03-26 04:41:03.193,2021-03-26 04:41:03.193,1629627,Zion Williamson,zion-williamson,1610612740,6-7,284,1,F
203121,2021-03-26 04:41:03.197,2021-03-26 04:41:03.197,203121,Darius Miller,darius-miller,1610612760,6-6,225,12,F
1628402,2021-03-26 04:41:03.202,2021-03-26 04:41:03.202,1628402,Frank Jackson,frank-jackson,1610612765,6-3,205,5,G
1629637,2021-03-26 04:41:03.208,2021-03-26 04:41:03.208,1629637,Jaxson Hayes,jaxson-hayes,1610612740,6-11,220,10,C-F
202329,2021-03-26 04:41:03.212,2021-03-26 04:41:03.212,202329,Al-Farouq Aminu,al-farouq-aminu,1610612753,6-8,220,2,F
202696,2021-03-26 04:41:03.217,2021-03-26 04:41:03.217,202696,Nikola Vucevic,nikola-vucevic,1610612753,6-11,260,9,C
203526,2021-03-26 04:41:03.222,2021-03-26 04:41:03.222,203526,Raul Neto,raul-neto,1610612764,6-1,180,19,G
202699,2021-03-26 04:41:03.227,2021-03-26 04:41:03.227,202699,Tobias Harris,tobias-harris,1610612755,6-8,226,12,F
203471,2021-03-26 04:41:03.231,2021-03-26 04:41:03.231,203471,Dennis Schroder,dennis-schroder,1610612747,6-3,172,17,G
381,2021-03-26 04:41:03.236,2021-03-26 04:41:03.236,203922,Glenn Robinson III,glenn-robinson-iii,1610612755,6-6,222,40,F
203967,2021-03-26 04:41:03.239,2021-03-26 04:41:03.239,203967,Dario Saric,dario-saric,1610612756,6-10,225,20,F-C
201937,2021-03-26 04:41:03.243,2021-03-26 04:41:03.243,201937,Ricky Rubio,ricky-rubio,1610612750,6-3,190,9,G
392,2021-03-26 04:41:03.248,2021-03-26 04:41:03.248,1629059,Elie Okobo,elie-okobo,1610612756,6-3,190,2,F-G
203145,2021-03-26 04:41:03.253,2021-03-26 04:41:03.253,203145,Kent Bazemore,kent-bazemore,1610612744,6-4,195,26,G-F
203081,2021-03-26 04:41:03.257,2021-03-26 04:41:03.257,203081,Damian Lillard,damian-lillard,1610612757,6-2,195,0,G
414,2021-03-26 04:41:03.261,2021-03-26 04:41:03.261,1629121,Jaylen Adams,jaylen-adams,1610612757,6-0,225,10,G
1629029,2021-03-26 04:41:03.265,2021-03-26 04:41:03.265,1629029,Luka Doncic,luka-doncic,1610612742,6-7,230,77,F-G
1627884,2021-03-26 04:41:03.269,2021-03-26 04:41:03.269,1627884,Derrick Jones Jr.,derrick-jones-jr,1610612757,6-5,210,55,F
1626143,2021-03-26 04:41:03.273,2021-03-26 04:41:03.273,1626143,Jahlil Okafor,jahlil-okafor,1610612765,6-10,270,13,C-F
202709,2021-03-26 04:41:03.277,2021-03-26 04:41:03.277,202709,Cory Joseph,cory-joseph,1610612758,6-3,200,9,G
1627814,2021-03-26 04:41:03.282,2021-03-26 04:41:03.282,1627814,Damion Lee,damion-lee,1610612744,6-5,210,1,G-F
1629002,2021-03-26 04:41:03.287,2021-03-26 04:41:03.287,1629002,Chimezie Metu,chimezie-metu,1610612758,6-9,225,25,F-C
1627734,2021-03-26 04:41:03.291,2021-03-26 04:41:03.291,1627734,Domantas Sabonis,domantas-sabonis,1610612754,6-11,240,11,F-C
1629677,2021-03-26 04:41:03.295,2021-03-26 04:41:03.295,1629677,Luka Samanic,luka-samanic,1610612759,6-10,227,19,F
1628993,2021-03-26 04:41:03.3,2021-03-26 04:41:03.3,1628993,Alize Johnson,alize-johnson,1610612751,6-7,212,12,F
201566,2021-03-26 04:41:03.305,2021-03-26 04:41:03.305,201566,Russell Westbrook,russell-westbrook,1610612764,6-3,200,4,G
1629735,2021-03-26 04:41:03.309,2021-03-26 04:41:03.309,1629735,Chris Silva,chris-silva,1610612748,6-8,234,30,F
1628978,2021-03-26 04:41:03.314,2021-03-26 04:41:03.314,1628978,Donte DiVincenzo,donte-divincenzo,1610612749,6-4,203,0,G
1629103,2021-03-26 04:41:03.319,2021-03-26 04:41:03.319,1629103,Kelan Martin,kelan-martin,1610612754,6-5,230,21,F
1629162,2021-03-26 04:41:03.324,2021-03-26 04:41:03.324,1629162,Jordan McLaughlin,jordan-mclaughlin,1610612750,5-11,185,6,G
1629008,2021-03-26 04:41:03.328,2021-03-26 04:41:03.328,1629008,Michael Porter Jr.,michael-porter-jr,1610612743,6-10,218,1,F
200794,2021-03-26 04:41:03.334,2021-03-26 04:41:03.334,200794,Paul Millsap,paul-millsap,1610612743,6-7,257,4,F
1628971,2021-03-26 04:41:03.337,2021-03-26 04:41:03.337,1628971,Bruce Brown,bruce-brown,1610612751,6-4,202,1,G-F
1629635,2021-03-26 04:41:03.341,2021-03-26 04:41:03.341,1629635,Sekou Doumbouya,sekou-doumbouya,1610612765,6-8,230,45,F
1629673,2021-03-26 04:41:03.346,2021-03-26 04:41:03.346,1629673,Jordan Poole,jordan-poole,1610612744,6-4,194,3,G
1628021,2021-03-26 04:41:03.35,2021-03-26 04:41:03.35,1628021,David Nwaba,david-nwaba,1610612745,6-5,219,2,G-F
201569,2021-03-26 04:41:03.355,2021-03-26 04:41:03.355,201569,Eric Gordon,eric-gordon,1610612745,6-3,215,10,G
203463,2021-03-26 04:41:03.359,2021-03-26 04:41:03.359,203463,Ben McLemore,ben-mclemore,1610612745,6-3,195,16,G
139,2021-03-26 04:41:03.363,2021-03-26 04:41:03.363,1627748,Thon Maker,thon-maker,1610612765,7-0,221,7,F-C
144,2021-03-26 04:41:03.37,2021-03-26 04:41:03.37,202688,Brandon Knight,brandon-knight,1610612765,6-2,182,20,G
202691,2021-03-26 04:41:03.374,2021-03-26 04:41:03.374,202691,Klay Thompson,klay-thompson,1610612744,6-6,215,11,G
203952,2021-03-26 04:41:03.381,2021-03-26 04:41:03.381,203952,Andrew Wiggins,andrew-wiggins,1610612744,6-7,197,22,F
203960,2021-03-26 04:41:03.386,2021-03-26 04:41:03.386,203960,JaKarr Sampson,jakarr-sampson,1610612754,6-7,214,14,F
203926,2021-03-26 04:41:03.391,2021-03-26 04:41:03.391,203926,Doug McDermott,doug-mcdermott,1610612754,6-7,225,20,F
177,2021-03-26 04:41:03.394,2021-03-26 04:41:03.394,201960,DeMarre Carroll,demarre-carroll,1610612745,6-6,215,9,F
1629611,2021-03-26 04:41:03.399,2021-03-26 04:41:03.399,1629611,Terance Mann,terance-mann,1610612746,6-5,215,14,G-F
203076,2021-03-26 04:41:03.404,2021-03-26 04:41:03.404,203076,Anthony Davis,anthony-davis,1610612747,6-10,253,3,F-C
1629007,2021-03-26 04:41:03.408,2021-03-26 04:41:03.408,1629007,Jontay Porter,jontay-porter,1610612763,6-11,240,4,C-F
252,2021-03-26 04:41:03.412,2021-03-26 04:41:03.412,201229,Anthony Tolliver,anthony-tolliver,1610612763,6-8,240,44,F
203476,2021-03-26 04:41:03.417,2021-03-26 04:41:03.417,203476,Gorgui Dieng,gorgui-dieng,1610612763,6-10,252,14,C
259,2021-03-26 04:41:03.421,2021-03-26 04:41:03.421,1629734,Kyle Alexander,kyle-alexander,1610612748,6-10,216,17,F-C
2617,2021-03-26 04:41:03.425,2021-03-26 04:41:03.425,2617,Udonis Haslem,udonis-haslem,1610612748,6-8,235,40,F
203648,2021-03-26 04:41:03.429,2021-03-26 04:41:03.429,203648,Thanasis Antetokounmpo,thanasis-antetokounmpo,1610612749,6-6,219,43,F
1629006,2021-03-26 04:41:03.433,2021-03-26 04:41:03.433,1629006,Josh Okogie,josh-okogie,1610612750,6-4,213,20,G
1629740,2021-03-26 04:41:03.437,2021-03-26 04:41:03.437,1629740,Nicolo Melli,nicolo-melli,1610612740,6-9,236,20,F
201145,2021-03-26 04:41:03.441,2021-03-26 04:41:03.441,201145,Jeff Green,jeff-green,1610612751,6-8,235,8,F
1628995,2021-03-26 04:41:03.444,2021-03-26 04:41:03.444,1628995,Kevin Knox II,kevin-knox-ii,1610612752,6-7,215,20,F
203506,2021-03-26 04:41:03.449,2021-03-26 04:41:03.449,203506,Victor Oladipo,victor-oladipo,1610612745,6-4,213,7,G
1629647,2021-03-26 04:41:03.454,2021-03-26 04:41:03.454,1629647,Darius Bazley,darius-bazley,1610612760,6-8,208,7,F-G
346,2021-03-26 04:41:03.458,2021-03-26 04:41:03.458,203460,Andre Roberson,andre-roberson,1610612760,6-7,210,21,G-F
101108,2021-03-26 04:41:03.462,2021-03-26 04:41:03.462,101108,Chris Paul,chris-paul,1610612756,6-0,175,3,G
1628391,2021-03-26 04:41:03.467,2021-03-26 04:41:03.467,1628391,D.J. Wilson,dj-wilson,1610612745,6-10,231,00,F
354,2021-03-26 04:41:03.471,2021-03-26 04:41:03.471,1628985,Devon Hall,devon-hall,1610612760,6-5,215,14,G
1627736,2021-03-26 04:41:03.474,2021-03-26 04:41:03.474,1627736,Malik Beasley,malik-beasley,1610612750,6-4,187,5,G
